,PARAMETER,YEAR,MONTH,Surface Pressure (kPa),DATE,PARAMETER,YEAR,MONTH,Dew/Frost Point at 2 Meters (C),DATE,PARAMETER,YEAR,MONTH,Precipitation Corrected (mm/day),DATE,PARAMETER,YEAR,MONTH, Precipitation Corrected Sum (mm),DATE,PARAMETER,YEAR,MONTH,Wind Speed at 2 Meters (m/s),DATE,PARAMETER,YEAR,MONTH,Relative Humidity at 2 Meters (%),DATE,PARAMETER,YEAR,MONTH,Specific Humidity at 2 Meters (g/kg),DATE,PARAMETER,YEAR,MONTH,Temperature at 2 Meters (C),DATE,PARAMETER,YEAR,MONTH,Wind Speed at 10 Meters (m/s),DATE
370,PS,2020,NOV,98.84,11/1/2020,T2MDEW,2020,NOV,16.38,11/1/2020,PRECTOTCORR,2020,NOV,0,11/1/2020,PRECTOTCORR_SUM,2020,NOV,0,11/1/2020,WS2M,2020,NOV,1.96,11/1/2020,RH2M,2020,NOV,63.69,11/1/2020,QV2M,2020,NOV,11.96,11/1/2020,T2M,2020,NOV,24.63,11/1/2020,WS10M,2020,NOV,3.13,11/1/2020
371,PS,2020,DEC,98.78,12/1/2020,T2MDEW,2020,DEC,13.19,12/1/2020,PRECTOTCORR,2020,DEC,0,12/1/2020,PRECTOTCORR_SUM,2020,DEC,0,12/1/2020,WS2M,2020,DEC,1.86,12/1/2020,RH2M,2020,DEC,53.25,12/1/2020,QV2M,2020,DEC,9.77,12/1/2020,T2M,2020,DEC,24.5,12/1/2020,WS10M,2020,DEC,2.98,12/1/2020
372,PS,2021,JAN,98.77,1/1/2021,T2MDEW,2021,JAN,7.89,1/1/2021,PRECTOTCORR,2021,JAN,0,1/1/2021,PRECTOTCORR_SUM,2021,JAN,0,1/1/2021,WS2M,2021,JAN,2.45,1/1/2021,RH2M,2021,JAN,40.62,1/1/2021,QV2M,2021,JAN,7.02,1/1/2021,T2M,2021,JAN,23.88,1/1/2021,WS10M,2021,JAN,3.78,1/1/2021
373,PS,2021,FEB,98.75,2/1/2021,T2MDEW,2021,FEB,4.36,2/1/2021,PRECTOTCORR,2021,FEB,0,2/1/2021,PRECTOTCORR_SUM,2021,FEB,0,2/1/2021,WS2M,2021,FEB,2.66,2/1/2021,RH2M,2021,FEB,29,2/1/2021,QV2M,2021,FEB,5.49,2/1/2021,T2M,2021,FEB,25.5,2/1/2021,WS10M,2021,FEB,3.94,2/1/2021
374,PS,2021,MAR,98.49,3/1/2021,T2MDEW,2021,MAR,11.59,3/1/2021,PRECTOTCORR,2021,MAR,0.17,3/1/2021,PRECTOTCORR_SUM,2021,MAR,5.27,3/1/2021,WS2M,2021,MAR,2.57,3/1/2021,RH2M,2021,MAR,35.62,3/1/2021,QV2M,2021,MAR,9.4,3/1/2021,T2M,2021,MAR,30.51,3/1/2021,WS10M,2021,MAR,3.67,3/1/2021
375,PS,2021,APR,98.42,4/1/2021,T2MDEW,2021,APR,14.87,4/1/2021,PRECTOTCORR,2021,APR,0.08,4/1/2021,PRECTOTCORR_SUM,2021,APR,2.54,4/1/2021,WS2M,2021,APR,2.6,4/1/2021,RH2M,2021,APR,38.25,4/1/2021,QV2M,2021,APR,11.66,4/1/2021,T2M,2021,APR,32.87,4/1/2021,WS10M,2021,APR,3.6,4/1/2021
376,PS,2021,MAY,98.53,5/1/2021,T2MDEW,2021,MAY,19.69,5/1/2021,PRECTOTCORR,2021,MAY,0.36,5/1/2021,PRECTOTCORR_SUM,2021,MAY,11.14,5/1/2021,WS2M,2021,MAY,2.77,5/1/2021,RH2M,2021,MAY,46.75,5/1/2021,QV2M,2021,MAY,14.71,5/1/2021,T2M,2021,MAY,33.79,5/1/2021,WS10M,2021,MAY,3.78,5/1/2021
377,PS,2021,JUN,98.75,6/1/2021,T2MDEW,2021,JUN,21.65,6/1/2021,PRECTOTCORR,2021,JUN,2.97,6/1/2021,PRECTOTCORR_SUM,2021,JUN,89.18,6/1/2021,WS2M,2021,JUN,2.36,6/1/2021,RH2M,2021,JUN,66,6/1/2021,QV2M,2021,JUN,16.54,6/1/2021,T2M,2021,JUN,29.42,6/1/2021,WS10M,2021,JUN,3.38,6/1/2021
378,PS,2021,JUL,98.86,7/1/2021,T2MDEW,2021,JUL,22.1,7/1/2021,PRECTOTCORR,2021,JUL,4.65,7/1/2021,PRECTOTCORR_SUM,2021,JUL,144.03,7/1/2021,WS2M,2021,JUL,2.04,7/1/2021,RH2M,2021,JUL,73.12,7/1/2021,QV2M,2021,JUL,16.91,7/1/2021,T2M,2021,JUL,27.79,7/1/2021,WS10M,2021,JUL,3.04,7/1/2021
379,PS,2021,AUG,98.84,8/1/2021,T2MDEW,2021,AUG,23.03,8/1/2021,PRECTOTCORR,2021,AUG,8.7,8/1/2021,PRECTOTCORR_SUM,2021,AUG,269.56,8/1/2021,WS2M,2021,AUG,1.42,8/1/2021,RH2M,2021,AUG,83.88,8/1/2021,QV2M,2021,AUG,17.88,8/1/2021,T2M,2021,AUG,26.15,8/1/2021,WS10M,2021,AUG,2.28,8/1/2021
380,PS,2021,SEP,98.81,9/1/2021,T2MDEW,2021,SEP,23.08,9/1/2021,PRECTOTCORR,2021,SEP,5.33,9/1/2021,PRECTOTCORR_SUM,2021,SEP,160.04,9/1/2021,WS2M,2021,SEP,1.22,9/1/2021,RH2M,2021,SEP,82.38,9/1/2021,QV2M,2021,SEP,17.94,9/1/2021,T2M,2021,SEP,26.55,9/1/2021,WS10M,2021,SEP,2.03,9/1/2021
381,PS,2021,OCT,98.7,10/1/2021,T2MDEW,2021,OCT,21.33,10/1/2021,PRECTOTCORR,2021,OCT,1.22,10/1/2021,PRECTOTCORR_SUM,2021,OCT,37.89,10/1/2021,WS2M,2021,OCT,1.27,10/1/2021,RH2M,2021,OCT,70.31,10/1/2021,QV2M,2021,OCT,16.3,10/1/2021,T2M,2021,OCT,27.91,10/1/2021,WS10M,2021,OCT,2.08,10/1/2021
382,PS,2021,NOV,98.68,11/1/2021,T2MDEW,2021,NOV,15.76,11/1/2021,PRECTOTCORR,2021,NOV,0,11/1/2021,PRECTOTCORR_SUM,2021,NOV,0.06,11/1/2021,WS2M,2021,NOV,1.57,11/1/2021,RH2M,2021,NOV,55.38,11/1/2021,QV2M,2021,NOV,11.6,11/1/2021,T2M,2021,NOV,27.03,11/1/2021,WS10M,2021,NOV,2.57,11/1/2021
383,PS,2021,DEC,98.83,12/1/2021,T2MDEW,2021,DEC,9.58,12/1/2021,PRECTOTCORR,2021,DEC,0,12/1/2021,PRECTOTCORR_SUM,2021,DEC,0,12/1/2021,WS2M,2021,DEC,2.55,12/1/2021,RH2M,2021,DEC,46.94,12/1/2021,QV2M,2021,DEC,7.75,12/1/2021,T2M,2021,DEC,23.37,12/1/2021,WS10M,2021,DEC,3.85,12/1/2021
384,PS,2022,JAN,98.92,1/1/2022,T2MDEW,2022,JAN,5.45,1/1/2022,PRECTOTCORR,2022,JAN,0,1/1/2022,PRECTOTCORR_SUM,2022,JAN,0.12,1/1/2022,WS2M,2022,JAN,2.85,1/1/2022,RH2M,2022,JAN,35.06,1/1/2022,QV2M,2022,JAN,5.92,1/1/2022,T2M,2022,JAN,23.43,1/1/2022,WS10M,2022,JAN,4.17,1/1/2022
385,PS,2022,FEB,98.74,2/1/2022,T2MDEW,2022,FEB,3.6,2/1/2022,PRECTOTCORR,2022,FEB,0,2/1/2022,PRECTOTCORR_SUM,2022,FEB,0,2/1/2022,WS2M,2022,FEB,2.66,2/1/2022,RH2M,2022,FEB,28,2/1/2022,QV2M,2022,FEB,5.19,2/1/2022,T2M,2022,FEB,25.74,2/1/2022,WS10M,2022,FEB,3.94,2/1/2022
386,PS,2022,MAR,98.42,3/1/2022,T2MDEW,2022,MAR,11.61,3/1/2022,PRECTOTCORR,2022,MAR,0.01,3/1/2022,PRECTOTCORR_SUM,2022,MAR,0.21,3/1/2022,WS2M,2022,MAR,2.37,3/1/2022,RH2M,2022,MAR,35.31,3/1/2022,QV2M,2022,MAR,9.46,3/1/2022,T2M,2022,MAR,31.3,3/1/2022,WS10M,2022,MAR,3.39,3/1/2022
387,PS,2022,APR,98.38,4/1/2022,T2MDEW,2022,APR,18.43,4/1/2022,PRECTOTCORR,2022,APR,0.19,4/1/2022,PRECTOTCORR_SUM,2022,APR,5.56,4/1/2022,WS2M,2022,APR,2.7,4/1/2022,RH2M,2022,APR,45.12,4/1/2022,QV2M,2022,APR,13.79,4/1/2022,T2M,2022,APR,33.33,4/1/2022,WS10M,2022,APR,3.65,4/1/2022
388,PS,2022,MAY,98.63,5/1/2022,T2MDEW,2022,MAY,20.31,5/1/2022,PRECTOTCORR,2022,MAY,1.52,5/1/2022,PRECTOTCORR_SUM,2022,MAY,47.01,5/1/2022,WS2M,2022,MAY,2.4,5/1/2022,RH2M,2022,MAY,52.88,5/1/2022,QV2M,2022,MAY,15.32,5/1/2022,T2M,2022,MAY,32.26,5/1/2022,WS10M,2022,MAY,3.31,5/1/2022
389,PS,2022,JUN,98.71,6/1/2022,T2MDEW,2022,JUN,22.26,6/1/2022,PRECTOTCORR,2022,JUN,6.98,6/1/2022,PRECTOTCORR_SUM,2022,JUN,209.48,6/1/2022,WS2M,2022,JUN,1.82,6/1/2022,RH2M,2022,JUN,71.75,6/1/2022,QV2M,2022,JUN,17.15,6/1/2022,T2M,2022,JUN,28.49,6/1/2022,WS10M,2022,JUN,2.69,6/1/2022
390,PS,2022,JUL,98.79,7/1/2022,T2MDEW,2022,JUL,22.48,7/1/2022,PRECTOTCORR,2022,JUL,6.64,7/1/2022,PRECTOTCORR_SUM,2022,JUL,205.79,7/1/2022,WS2M,2022,JUL,1.81,7/1/2022,RH2M,2022,JUL,77.5,7/1/2022,QV2M,2022,JUL,17.33,7/1/2022,T2M,2022,JUL,27.11,7/1/2022,WS10M,2022,JUL,2.77,7/1/2022
391,PS,2022,AUG,98.73,8/1/2022,T2MDEW,2022,AUG,22.95,8/1/2022,PRECTOTCORR,2022,AUG,9.56,8/1/2022,PRECTOTCORR_SUM,2022,AUG,296.34,8/1/2022,WS2M,2022,AUG,1.58,8/1/2022,RH2M,2022,AUG,84.5,8/1/2022,QV2M,2022,AUG,17.82,8/1/2022,T2M,2022,AUG,25.92,8/1/2022,WS10M,2022,AUG,2.52,8/1/2022
392,PS,2022,SEP,98.8,9/1/2022,T2MDEW,2022,SEP,23.13,9/1/2022,PRECTOTCORR,2022,SEP,8.32,9/1/2022,PRECTOTCORR_SUM,2022,SEP,249.74,9/1/2022,WS2M,2022,SEP,1.24,9/1/2022,RH2M,2022,SEP,85.31,9/1/2022,QV2M,2022,SEP,18.01,9/1/2022,T2M,2022,SEP,25.93,9/1/2022,WS10M,2022,SEP,2.04,9/1/2022
393,PS,2022,OCT,98.79,10/1/2022,T2MDEW,2022,OCT,21.25,10/1/2022,PRECTOTCORR,2022,OCT,2.26,10/1/2022,PRECTOTCORR_SUM,2022,OCT,70.09,10/1/2022,WS2M,2022,OCT,1.4,10/1/2022,RH2M,2022,OCT,77.12,10/1/2022,QV2M,2022,OCT,16.17,10/1/2022,T2M,2022,OCT,26.01,10/1/2022,WS10M,2022,OCT,2.32,10/1/2022
394,PS,2022,NOV,98.8,11/1/2022,T2MDEW,2022,NOV,15.14,11/1/2022,PRECTOTCORR,2022,NOV,0,11/1/2022,PRECTOTCORR_SUM,2022,NOV,0,11/1/2022,WS2M,2022,NOV,1.73,11/1/2022,RH2M,2022,NOV,62.06,11/1/2022,QV2M,2022,NOV,11.05,11/1/2022,T2M,2022,NOV,23.76,11/1/2022,WS10M,2022,NOV,2.83,11/1/2022
395,PS,2022,DEC,98.87,12/1/2022,T2MDEW,2022,DEC,10.5,12/1/2022,PRECTOTCORR,2022,DEC,0,12/1/2022,PRECTOTCORR_SUM,2022,DEC,0,12/1/2022,WS2M,2022,DEC,2.26,12/1/2022,RH2M,2022,DEC,52.81,12/1/2022,QV2M,2022,DEC,8.18,12/1/2022,T2M,2022,DEC,21.67,12/1/2022,WS10M,2022,DEC,3.57,12/1/2022
